Número de extracción;Fecha;Duración (h);Hora inicial alimentación;Hora  final alimentación;pH inicial licor liviano;Claridad inicial licor liviano (NTU);RF R1;RF R2;RF R3;RF R4;RF R5;RF R6;RF R7;RF R8;RF R9;RF R10;RF R11;RF R12;RF R13;RF R14;RF R15;RF R16;RF R17;RF R18;RF R19;RF R20;RF R21;RF R22;RF R23;RF R24;RF R25;RF R26;RF R27;Residuo total (in);Residuo total (kg);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;2018-12-24;21:00:00;17:30;8:00;2,85;64;2;2;2;2;2;3;6;2;1;2;1;;2;2;0;0,5;0,5;0,5;0,5;1;1;1;1;2;2;;;39,0;3.789;;;;;;;;;;;;;;;;;;0;;;;;;;5;0,8;;;;;;;20;0,0;;;;;;;;;;;;;;;;0;;;;;
309;2018-12-25;27:20:00;17:30;14:00;3,06;44;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;22,0;2.333;;;;;;;;;;;;;;;;;;0;;;;;;;2;1,3;;;;;;;14;0,0;;;;;;;;;;;;;;;;0;;;;;
310;2018-12-26;21:30:00;22:00;15:00;2,77;101;1;1;1;6;2;1;1;1;1;1;3;10;10;1;1;0,5;0,5;0,5;0,5;3;3;5;2;5;4;;;65,0;2.458;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;28;0,0;;;;;;;;;;;;;;;;0;;;;;
311;2018-12-27;29:40:00;22:00;19:00;2,83;61;0,5;0,5;1;1;0,5;2;0,5;1;0,5;1;0,5;2;0,5;0,5;;0,5;0,5;0,5;0,5;2;3;4;4;2;2;;;31,0;3.704;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;39;0,0;;;;;;;;;;;;;;;;0;;;;;
312;2018-12-28;23:45:00;8:30;21:00;3,01;90;1;3;1;1;2;0,5;1;0,5;1;1;0,5;1;0,5;1;1;0,5;0,5;0,5;0,5;0,5;1;1;1;2;1;;;24,5;2.290;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;24;0,0;;;;;;;;;;;;;;;;0;;;;;
313;2018-12-30;28:45:00;7:00;0:30;2,91;28;1;1;4;6;0,5;5;0,5;1;2;4;12;5;5;4;10;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;69,0;2.648;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;13;0,0;;;;;;;;;;;;;;;;0;;;;;
314;2018-12-31;26:30:00;13:00;5:00;2,90;67;1;1;1;1;1;0,5;0,5;1;1;1;1;3;5;0,5;1;1;1;0,5;0,5;1;1;2;2;2;2;;;32,5;1.049;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;16;0,0;;;;;;;;;;;;;;;;0;;;;;
001;2019-01-01;26:35:00;16:00;8:30;2,98;21;0,5;0,5;8;0,5;0,5;1;1;0,5;0,5;6;0,5;0,5;0,5;1;1;1;1;0,5;0,5;5;5;5;;2;2;;;44,5;3.124;;;;;;;;;;;;;;;;;;0;;;;;;;3;0,5;;;;;;;10;0,0;;;;;;;;;;;;;;;;0;;;;;
002;2019-01-02;23:20:00;19:40;14:00;2,98;20;0.5;0,5;0,5;1;0,5;2;0,5;1;0,5;0,5;0,5;1;2;2;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;;;19,0;1.966;;;;;;;;;;;;;;;;;;0;;;;;;;#¡REF!;0,8;;;;;;;#¡REF!;0,0;;;;;;;;;;;;;;;;0;;;;;
003;2019-01-03;29:30:00;20:00;15:00;2,95;18;0,5;0,5;2;2;1;1;1;;1;1;2;3;3;1;1;0,5;0,5;0,5;0,5;1;1;1;;1;1;;;27,0;1.798;;;;;;;;;;;;;;;;;;0;;;;;;;#¡REF!;#¡REF!;;;;;;;#¡REF!;0,0;;;;;;;;;;;;;;;;0;;;;;
004;2019-01-04;22:30:00;4:00;20:00;3,09;74;0,5;0,5;0,5;1;1;0,5;0,5;0,5;0,5;1;1;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;;15,0;2.071;;;;;;;;;;;;;;;;;;0;;;;;;;#¡REF!;#¡REF!;;;;;;;#¡REF!;0,0;;;;;;;;;;;;;;;;0;;;;;
005;2019-01-06;20:30:00;4:00;19:00;3,00;90;;;1;1;2;0,5;0,5;2;;2;2;3;2;1;0,5;0,5;0,5;0,5;0,5;1;;1;1;1;1;;;24,5;1.338;;;;;;;;;;;;;;;;;;0;;;;;;;#¡REF!;#¡REF!;;;;;;;#¡REF!;0,0;;;;;;;;;;;;;;;;0;;;;;
006;2019-01-07;23:00:00;4:00;19:30;3,06;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;0,5;;;19,5;2.014;;;;;;;;;;;;;;;;;;0;;;;;;;#¡REF!;#¡REF!;;;;;;;#¡REF!;0,0;;;;;;;;;;;;;;;;0;;;;;
007;2019-01-08;26:35:00;7:10;22:10;3,00;50;1;3;10;2;1;1;2;1;3;3;7;5;1;1;1;0,5;0,5;0,5;0,5;2;2;2;2;4;2;;;58,0;2.640;;;;;;;;;;;;;;;;;;0;;;;;;;#¡REF!;#¡REF!;;;;;;;#¡REF!;0,0;;;;;;;;;;;;;;;;0;;;;;
008;2019-01-09;27:10:00;10:30;4:00;2,84;50;1;1;1;1;;;;;1;1;1;;;;;1;1;0,5;0,5;4;4;6;7;2;2;;;35,0;2.560;;;;;;;;;;;;;;;;;;0;;;;;;;#¡REF!;#¡REF!;;;;;;;52;0,0;;;;;;;;;;;;;;;;0;;;;;
009;2019-01-10;21:35:00;17:00;8:00;3,07;420;;0,5;0,5;0,5;1;1;1;0,5;;0,5;0,5;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;18,0;2.116;;;;;;;;;;;;;;;;;;0;;;;;;;3;#¡REF!;;;;;;;23;0,0;;;;;;;;;;;;;;;;0;;;;;
010;2019-01-11;19:30:00;18:00;8:00;2,90;174;0,5;0,5;2;3;0,5;2;2;0,5;0,5;;1;1;7;0,5;2;1;1;1;1;1;1;1;1;1;1;;;33,0;2.079;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,8;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
011;2019-01-12;23:00:00;18:00;9:00;2,66;69;1;0,5;;0,5;1;1;1;1;0,5;;0,5;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;19,0;2.093;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
012;2019-01-13;25:00:00;20:00;11:00;2,95;50;1;1;4;2;4;1;2;3;2;;2;2;3;1;8;1;1;1;1;1;1;0,5;0,5;1;1;;;45,0;2.132;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
013;2019-01-14;24:30:00;21:00;15:00;2,91;49;1;0,5;1;1;4;1;1;1;0,5;1;1;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;23,5;2.833;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
014;2019-01-15;26:00:00;23:30;18:00;2,58;148;1;2;3;0,5;1;2;2;2;1;;1;1;2;2;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;29,5;1.353;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;17;0,0;;;;;;;;;;;;;;;;0;;;;;
015;2019-01-17;23:00:00;4:30;19:00;3,11;150;;;1;2;1;0,5;0,5;;;;2;1;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;5;0,5;0,5;0,5;;;19,5;2.354;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;39;0,0;;;;;;;;;;;;;;;;0;;;;;
016;2019-01-18;22:30:00;5:45;23:30;2,67;50;2;2;;;2;1;1;2;1;;;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1,5;1,5;2;2;;;26,0;2.347;;;;;;;;;;;;;;;;;;0;;;;;;;3;0,5;;;;;;;31;0,0;;;;;;;;;;;;;;;;0;;;;;
017;2019-01-19;23:00:00;8:20;1:00;3,26;56;0,5;0,5;1;3;2;0,5;;0,5;2;0,5;2;1;3;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;;;24,0;2.205;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,8;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
018;2019-01-20;20:40:00;10:00;1:00;2,83;123;;;0,5;0,5;0,5;0,5;0,5;;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;2;2;2;2;2;;;19,5;2.447;;;;;;;;;;;;;;;;;;0;;;;;;;4;0,5;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
019;2019-01-21;22:05:00;9:00;0:00;2,82;35;;0,5;0,5;4;1;1;1;;0,5;0,5;1;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;22,0;2.788;;;;;;;;;;;;;;;;;;0;;;;;;;2;1,0;;;;;;;11;0,0;;;;;;;;;;;;;;;;0;;;;;
020;2019-01-22;24:00:00;9:30;4:15;2,82;70;;;1;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;1;0,5;1;1;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;1;1;;;15,5;3.108;;;;;;;;;;;;;;;;;;0;;;;;;;4;0,5;;;;;;;11;0,0;;;;;;;;;;;;;;;;0;;;;;
021;2019-01-23;24:00:00;12:30;7:00;2,91;60;1;1;1;1;1;1;2;2;1;3;2;1;0,5;1;1;0,5;0,5;0,5;0,5;1;1;1;1;3;2;;;30,5;2.322;;;;;;;;;;;;;;;;;;0;;;;;;;2;1,0;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
022;2019-01-24;23:30:00;16:00;9:00;3,04;33;2;4;3,5;5;1;0,5;2;2;2;4;4;4;5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;;;47,5;2.953;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;14;0,0;;;;;;;;;;;;;;;;0;;;;;
023;2019-01-25;24:00:00;19:00;14:50;2,92;240;2;2;1;1;0,5;0,5;1;2;2;1;0,5;1;1;0,5;;0,5;0,5;0,5;0,5;2;2;2;2;2;2;;;30,0;2.155;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;17;0,0;;;;;;;;;;;;;;;;0;;;;;
024;2019-01-26;30:20:00;22:00;17:00;2,98;35;;1;1;4;1;1;2;1;1;1;1;2;4;2;1;0,5;0,5;0,5;0,5;2;2;2;2;2;2;;;37,0;3.109;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;14;0,0;;;;;;;;;;;;;;;;0;;;;;
025;2019-01-28;25:00:00;7:00;1:00;3,05;71;;;3;2;0,5;1;0,5;;;2;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;2;2;2;2;2;;;26,0;3.521;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;17;0,0;;;;;;;;;;;;;;;;0;;;;;
026;2019-01-29;24:00:00;10:00;4:00;2,01;100;0,5;0,5;1;2;2;0,5;1;0,5;0,5;1;0,5;1;1;;0,5;0,5;0,5;0,5;0,5;2;2;2;2;2;1;;;25,5;3.854;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;18;0,0;;;;;;;;;;;;;;;;0;;;;;
027;2019-01-30;24:30:00;12:00;5:00;3,04;170;;;1;1;1;1;1;;1;1;2;1;1;;1;0,5;0,5;0,5;0,5;1;1;2;1;1;2;;;22,0;1.830;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;11;0,0;;;;;;;;;;;;;;;;0;;;;;
028;2019-01-31;22:15:00;14:00;6:00;2,92;80;1;1;0,5;0,5;2;1;2;1;;1;1;1;1;1;2;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;24,0;2.932;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;14;0,0;;;;;;;;;;;;;;;;0;;;;;
029;2019-02-01;24:50:00;15:00;10:30;3,04;25;2;2;16;10;2;0,5;0,5;2;4;3;2;4;10;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;64,0;2.367;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;14;0,0;;;;;;;;;;;;;;;;0;;;;;
030;2019-02-02;26:45:00;16:30;12:30;2,93;31;3;2;4;3;0,5;0,5;2;2;1;3;1;2;4;2;3;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;38,0;1.846;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;17;0,0;;;;;;;;;;;;;;;;0;;;;;
031;2019-02-03;23:20:00;22:00;16:00;3,20;106;;0,5;2;1;3;0,5;0,5;0,5;1;10;0,5;2;6;2;1,5;0,5;0,5;0,5;0,5;2;2;4;4;4;4;;;53,0;4.042;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;24;0,0;;;;;;;;;;;;;;;;0;;;;;
032;2019-02-04;25:40:00;23:00;17:00;2,90;96;0,5;0,5;2;2;0,5;2;2;;0,5;1;1;0,5;1;1;1;0,5;0,5;0,5;0,5;2;1;4;4;3;2;;;33,5;6.366;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;24;0,0;;;;;;;;;;;;;;;;0;;;;;
033;2019-02-06;24:00:00;1:00;18:00;2,87;16;0,5;2;1;2;2;0,5;3;0,5;2;1;2;1;1;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;27,5;2.979;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;23;0,0;;;;;;;;;;;;;;;;0;;;;;
034;2019-02-07;22:00:00;3:00;22:00;2,99;155;;0,5;0,5;0,5;0,5;0,5;2;;0,5;0,5;0,5;3;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;16,0;1.716;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;19;0,0;;;;;;;;;;;;;;;;0;;;;;
035;2019-02-08;27:15:00;5:00;1:00;3,09;99;1;2;1;1;0,5;;1;1;0,5;1;1;1;1;;1;0,5;0,5;0,5;0,5;1;0,5;1;0,5;2;1;;;21,0;1.744;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;14;0,0;;;;;;;;;;;;;;;;0;;;;;
036;2019-02-09;26:00:00;8:00;3:00;3,00;137;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;1;2;1;2;1;1;1;0,5;0,5;0,5;;;17,0;1.794;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
037;2019-02-10;23:10:00;10:30;5:00;3,20;79;;0,5;0,5;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;4;1;1;1;1;1;1;1;;;19,5;2.898;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
038;2019-02-11;25:00:00;11:15;6:30;2,81;83;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;;1;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;1;1;2;2;2;2;;;20,5;2.454;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;23;0,0;;;;;;;;;;;;;;;;0;;;;;
039;2019-02-12;22:25:00;13:00;7:30;2,92;50;;0,5;1;1;1;0,5;1;;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;1;1;2;2;;;18,0;2.514;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;36;0,0;;;;;;;;;;;;;;;;0;;;;;
040;2019-02-12;23:15:00;14:00;7:00;3,43;104;;1;2;6;2;0,5;0,5;;5;5;6;0,5;5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;39,5;2.654;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;22;0,0;;;;;;;;;;;;;;;;0;;;;;
041;2019-02-14;31:10:00;14:30;12:00;3,40;300;1;0,5;1;1;1;1;0,5;1;0,5;0,5;1;1;0,5;0,5;1;0,5;0,5;0,5;0,5;1;1;1;0,5;1;1;;;19,5;1.852;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
042;2019-02-15;26:00:00;20:30;17:00;3,10;136;1;2;6;3;3;0,5;0,5;1;1;3;2;1;2;0,5;0,5;1;1;1,5;1;1;1;1;1;1;1;;;37,5;3.746;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
043;2019-02-16;27:00:00;1:00;20:00;2,85;57;1;2;2;3;1;1;2;2;1;2;1;2;2;1;2;0,5;0,5;1;1;2;2;5;5;2;2;;;46,0;3.496;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;11;0,0;;;;;;;;;;;;;;;;0;;;;;
044;2019-02-18;27:00:00;5:00;2:00;3,10;144;0,5;0,5;0,5;1;1;1;0,5;0,5;0,5;0,5;1;3;1;1;1;0,5;0,5;0,5;0,5;2;2;2;2;2;2;;;27,5;2.755;;;;;;;;;;;;;;;;;;0;;;;;;;6;0,5;;;;;;;11;0,0;;;;;;;;;;;;;;;;0;;;;;
045;2019-02-19;26:35:00;10:15;5:30;3,18;60;0,5;0,5;0,5;0,5;0,5;1;2;0,5;0,5;1;2;1;1;2;5;1;1;0,5;0,5;1;3;3;3;2;2;;;35,5;3.036;;;;;;;;;;;;;;;;;;0;;;;;;;7;1,5;;;;;;;16;0,0;;;;;;;;;;;;;;;;0;;;;;
046;2019-02-20;23:50:00;14:30;8:00;3,07;189;2;2;12;6;1;4;8;2;2;8;8;1;1;4;14;0,5;0,5;0,5;0,5;0,5;1;4;4;6;2;;;94,5;3.530;;;;;;;;;;;;;;;;;;0;;;;;;;2;1,8;;;;;;;17;0,0;;;;;;;;;;;;;;;;0;;;;;
047;2019-02-21;25:00:00;17:00;11:10;3,10;70;1;2;9;8;12;1;7;0,5;1;7;9;10;8;5;7;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;92,5;2.881;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;10;0,0;;;;;;;;;;;;;;;;0;;;;;
049;2019-02-24;28:30:00;3:00;22:30;3,20;50;;;;0,5;1;1;0,5;;;0,5;1;1;3;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;18,5;2.216;;;;;;;;;;;;;;;;;;0;;;;;;;2;#¡REF!;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
050;2019-02-25;28:00:00;7:00;2:00;3,28;180;0,5;0,5;1;0,5;0,5;2;5;0,5;0,5;0,5;1;0,5;1;3;3;0,5;0,5;0,5;0,5;1;2;1;1;1;2;;;30,0;1.583;;;;;;;;;;;;;;;;;;0;;;;;;;4,5;0,5;;;;;;;24;0,0;;;;;;;;;;;;;;;;0;;;;;
051;2019-02-26;27:20:00;11:30;9:00;3,11;73;0,5;1;2;3;0,5;1;1;1;0,5;1;1;0,5;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;24,0;2.270;;;;;;;;;;;;;;;;;;0;;;;;;;3;1,1;;;;;;;30;0,0;;;;;;;;;;;;;;;;0;;;;;
052;2019-02-27;26:45:00;18:00;12:00;2,93;63;0,5;0,5;0,5;0,5;0,5;1;1;0,5;0,5;0,5;0,5;0,5;3;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;1;21,0;2.950;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,8;;;;;;;26;0,0;;;;;;;;;;;;;;;;0;;;;;
053;2019-02-28;25:00:00;22:30;17:00;2,82;44;2;2;2;2;1;1;1;2;2;2;2;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;1;32,0;2.315;;;;;;;;;;;;;;;;;;0;;;;;;;3;0,5;;;;;;;32;0,0;;;;;;;;;;;;;;;;0;;;;;
054;2019-03-01;26:55:00;0:00;2:00;2,99;24;0,5;0,5;2;1;1;1;1;0,5;0,5;1;1;2;2;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;;25,0;3.004;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,8;;;;;;;21;0,0;;;;;;;;;;;;;;;;0;;;;;
055;2019-03-03;29:20:00;3:00;22:40;2,86;22;0,5;0,5;3;0,5;0,5;0,5;1;1;1;0,5;0,5;1;1;1;0,5;0,5;0,5;0,5;0,5;1;1;1;0,5;0,5;0,5;0,5;0,5;20,5;2.910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
056;2019-03-04;26:00:00;9:00;3:30;2,98;50;;4;3;3;0,5;0,5;0,5;3;4;3;3;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;37,0;2.428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
057;2019-03-05;28:00:00;13:30;10:00;2,90;23;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;0;0;0;0,5;0,5;1;1;1;1;1;0,5;20,5;4.214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
058;2019-03-06;25:05:00;16:30;10:30;3,01;230;;;1;1;1;0,5;0,5;;;1;1;1;1;0,5;0,5;0,5;0,5;0,5;0,5;1;1;0,5;0,5;0,5;0,5;0,5;0,5;16,0;1.159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
059;2019-03-07;24:50:00;17:30;12:00;3,01;125;1;0,5;;1;0,5;0,5;0,5;0,5;0,5;;0,5;;2;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;;1;1;1;1;17,5;5.144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
060;2019-03-08;26:20:00;20:00;15:00;3,00;78;;;;;1;1;1;;;;;1;1;1;1;1;0,5;0,5;1;1;1;1;1;1;1;1;;17,0;2.294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061;2019-03-09;12:50:00;22:30;10:00;2,62;161;;;;;1;1;;;;;;0,5;;0,5;;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;;12,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
062;2019-03-12;30:30:00;9:00;5:00;2,80;180;0,5;0,5;1;1;1;;;0,5;0,5;0,5;1;1;1;;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;14,0;2.513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
063;2019-03-14;29:20:00;2:00;23:00;3,10;87;1;0,5;1;0,5;2;1;1;0,5;1;2;1;4;1;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;1;1;1;1;;25,5;1.622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
064;2019-03-15;26:10:00;9:00;4:00;3,00;75;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;13,0;2.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
065;2019-03-16;26:00:00;12:00;7:00;2,91;130;0,5;0,5;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;18,0;1.364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
066;2019-03-17;21:30:00;16:00;8:00;3,14;281;;;0,5;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;12,0;1.458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
067;2019-03-18;25:30:00;16:30;10:00;2,98;60;0,5;1;1;2;0,5;0,5;1;1;0,5;0,5;3;1;1;0,5;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;25,0;2.694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
068;2019-03-19;27:30:00;16:00;19:30;2,92;84;4;4;1;1;1;1;0,5;4;4;1;1;1;1;1;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;36,0;1.647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
069;2019-03-20;26:15:00;2:00;19:00;3,10;113;2;1;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;2;1;0,5;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;0,5;0,5;0,5;0,5;21,0;2.293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
070;2019-03-22;27:45:00;4:15;0:15;3,44;52;0,5;0,5;0,5;1;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;19,0;2.398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
071;2019-03-23;25:20:00;9:00;5:00;3,04;45;0,5;0,5;0,5;0,5;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;2;2;3;1;1;22,0;2.685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
072;2019-03-24;24:40:00;13:00;7:00;2,97;35;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;17,5;2.630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
073;2019-03-25;22:45:00;15:00;8:00;2,92;131;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;5;1;1;1;1;1;1;1;1;22,0;1.563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
